Archive Date,Group,Hospital HIPE,Hospital,Specialty HIPE,Speciality,Adult/Child,Age Profile,Time Band,Total
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,16-64, 6-9 Months,217
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,16-64, 9-12 Months,257
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,16-64,12-15 Months,135
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,16-64,15-18 Months,130
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,16-64,18+ Months,142
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,65+, 0-3 Months,114
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,65+, 3-6 Months,135
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,131
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,65+, 9-12 Months,123
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,65+,12-15 Months,77
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,65+,15-18 Months,86
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Adult,65+,18+ Months,87
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Child,0-15, 0-3 Months,37
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Child,0-15, 3-6 Months,39
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Child,0-15, 6-9 Months,29
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Child,0-15, 9-12 Months,24
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Child,0-15,12-15 Months,14
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Child,0-15,15-18 Months,21
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1800,Orthopaedics,Child,0-15,18+ Months,18
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Adult,16-64, 3-6 Months,3
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Adult,16-64, 9-12 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Adult,16-64,12-15 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Adult,65+, 0-3 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Adult,65+, 9-12 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Child,0-15, 0-3 Months,304
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Child,0-15, 3-6 Months,120
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Child,0-15, 6-9 Months,22
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Child,0-15, 9-12 Months,11
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Child,0-15,12-15 Months,14
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Child,0-15,15-18 Months,10
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,1900,Paediatrics,Child,0-15,18+ Months,8
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,16-64, 0-3 Months,31
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,16-64, 3-6 Months,19
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,16-64, 6-9 Months,15
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,16-64,12-15 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,16-64,15-18 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,16-64,18+ Months,2
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,65+, 0-3 Months,32
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,65+, 3-6 Months,14
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,65+, 6-9 Months,12
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,65+,12-15 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,65+,15-18 Months,2
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2300,Nephrology,Adult,65+,18+ Months,3
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,16-64, 0-3 Months,216
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,16-64, 3-6 Months,150
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,16-64, 6-9 Months,81
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,16-64, 9-12 Months,27
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,16-64,12-15 Months,22
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,16-64,15-18 Months,12
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,16-64,18+ Months,23
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,65+, 0-3 Months,74
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,65+, 3-6 Months,59
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,65+, 6-9 Months,38
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,65+, 9-12 Months,11
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,65+,12-15 Months,15
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,65+,15-18 Months,6
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Adult,65+,18+ Months,9
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Child,0-15, 0-3 Months,7
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2500,Rheumatology,Child,0-15, 3-6 Months,2
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,16-64, 0-3 Months,349
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,16-64, 3-6 Months,160
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,16-64, 6-9 Months,48
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,16-64, 9-12 Months,12
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,16-64,12-15 Months,30
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,16-64,15-18 Months,13
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,16-64,18+ Months,85
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,65+, 0-3 Months,155
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,65+, 3-6 Months,85
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,65+, 6-9 Months,21
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,65+, 9-12 Months,17
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,65+,12-15 Months,20
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,65+,15-18 Months,9
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Adult,65+,18+ Months,69
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Child,0-15, 0-3 Months,47
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Child,0-15, 3-6 Months,7
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Child,0-15, 6-9 Months,5
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Child,0-15,18+ Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,16-64, 0-3 Months,464
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,16-64, 3-6 Months,205
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,16-64, 6-9 Months,140
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,16-64, 9-12 Months,44
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,16-64,12-15 Months,13
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,16-64,15-18 Months,23
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,16-64,18+ Months,33
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,65+, 0-3 Months,244
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,65+, 3-6 Months,124
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,65+, 6-9 Months,73
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,65+, 9-12 Months,19
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,65+,12-15 Months,15
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,65+,15-18 Months,16
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Adult,65+,18+ Months,44
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Child,0-15, 0-3 Months,4
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7500,Radiotherapy,Adult,16-64, 0-3 Months,3
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7500,Radiotherapy,Adult,65+, 0-3 Months,10
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7500,Radiotherapy,Adult,65+, 3-6 Months,2
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,16-64, 0-3 Months,70
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,16-64, 3-6 Months,64
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,16-64, 6-9 Months,45
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,16-64, 9-12 Months,53
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,16-64,12-15 Months,33
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,16-64,15-18 Months,45
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,16-64,18+ Months,75
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,65+, 0-3 Months,59
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,65+, 3-6 Months,57
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,65+, 6-9 Months,43
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,65+, 9-12 Months,33
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,65+,12-15 Months,24
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,65+,15-18 Months,33
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Adult,65+,18+ Months,60
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Child,0-15, 0-3 Months,2
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Child,0-15, 3-6 Months,2
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Child,0-15, 6-9 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Child,0-15,12-15 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,7800,Urology,Child,0-15,18+ Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,16-64, 0-3 Months,62
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,16-64, 3-6 Months,85
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,16-64, 6-9 Months,54
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,16-64, 9-12 Months,56
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,16-64,12-15 Months,40
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,16-64,15-18 Months,34
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,16-64,18+ Months,25
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,65+, 0-3 Months,20
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,65+, 3-6 Months,28
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,65+, 6-9 Months,40
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,65+, 9-12 Months,20
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,65+,12-15 Months,9
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,65+,15-18 Months,12
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Adult,65+,18+ Months,10
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8003,Pain Relief,Child,0-15, 0-3 Months,1
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8800,Immunology,Adult,16-64, 0-3 Months,5
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8800,Immunology,Adult,16-64, 3-6 Months,2
31/01/2019,Saolta University Health Care Group,0501,Sligo Regional Hospital,8800,Immunology,Adult,65+, 0-3 Months,1
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,16-64, 0-3 Months,331
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,256
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,16-64, 6-9 Months,175
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,16-64, 9-12 Months,151
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,16-64,12-15 Months,25
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,65+, 0-3 Months,220
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,65+, 3-6 Months,121
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,65+, 6-9 Months,95
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,65+, 9-12 Months,97
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Adult,65+,12-15 Months,5
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Child,0-15, 0-3 Months,14
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Child,0-15, 3-6 Months,13
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Child,0-15, 6-9 Months,10
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Child,0-15, 9-12 Months,5
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0100,Cardiology,Child,0-15,12-15 Months,9
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,16-64, 0-3 Months,407
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,281
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,16-64, 6-9 Months,265
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,16-64, 9-12 Months,202
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,16-64,12-15 Months,172
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,16-64,15-18 Months,144
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,16-64,18+ Months,329
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,65+, 0-3 Months,114
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,65+, 3-6 Months,66
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,65+, 6-9 Months,62
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,65+, 9-12 Months,40
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,65+,12-15 Months,37
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,65+,15-18 Months,33
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Adult,65+,18+ Months,61
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Child,0-15, 0-3 Months,128
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Child,0-15, 3-6 Months,69
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Child,0-15, 6-9 Months,76
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Child,0-15, 9-12 Months,80
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Child,0-15,12-15 Months,50
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Child,0-15,15-18 Months,34
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0300,Dermatology,Child,0-15,18+ Months,117
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0400,Endocrinology,Adult,16-64, 0-3 Months,50
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0400,Endocrinology,Adult,16-64, 3-6 Months,9
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0400,Endocrinology,Adult,16-64, 6-9 Months,4
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0400,Endocrinology,Adult,16-64,12-15 Months,2
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0400,Endocrinology,Adult,16-64,18+ Months,1
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0400,Endocrinology,Adult,65+, 0-3 Months,8
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0400,Endocrinology,Adult,65+, 3-6 Months,2
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0400,Endocrinology,Child,0-15, 0-3 Months,1
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,374
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,280
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,223
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,184
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,16-64,12-15 Months,97
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,74
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,16-64,18+ Months,395
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,65+, 0-3 Months,88
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,47
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,49
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,42
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,29
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,65+,15-18 Months,17
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Adult,65+,18+ Months,76
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Child,0-15, 0-3 Months,309
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Child,0-15, 3-6 Months,151
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Child,0-15, 6-9 Months,116
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Child,0-15, 9-12 Months,99
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Child,0-15,12-15 Months,62
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Child,0-15,15-18 Months,25
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0600,Otolaryngology (ENT),Child,0-15,18+ Months,128
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Adult,16-64, 0-3 Months,305
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Adult,16-64, 3-6 Months,190
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Adult,16-64, 6-9 Months,4
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Adult,16-64, 9-12 Months,3
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Adult,65+, 0-3 Months,74
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Adult,65+, 3-6 Months,40
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Adult,65+, 6-9 Months,1
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Child,0-15, 0-3 Months,5
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Child,0-15, 3-6 Months,2
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,0900,Geriatric Medicine,Adult,65+, 0-3 Months,14
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1100,Haematology,Adult,16-64, 0-3 Months,130
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1100,Haematology,Adult,16-64, 3-6 Months,99
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1100,Haematology,Adult,16-64, 6-9 Months,51
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1100,Haematology,Adult,16-64, 9-12 Months,1
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1100,Haematology,Adult,65+, 0-3 Months,57
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1100,Haematology,Adult,65+, 3-6 Months,40
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1100,Haematology,Adult,65+, 6-9 Months,25
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1100,Haematology,Child,0-15, 0-3 Months,8
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,16-64, 0-3 Months,651
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,16-64, 3-6 Months,369
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,16-64, 6-9 Months,236
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,16-64, 9-12 Months,252
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,16-64,12-15 Months,148
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,16-64,15-18 Months,149
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,16-64,18+ Months,492
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,65+, 0-3 Months,167
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,65+, 3-6 Months,102
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,65+, 6-9 Months,56
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,65+, 9-12 Months,83
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,65+,12-15 Months,53
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,65+,15-18 Months,39
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Adult,65+,18+ Months,114
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Child,0-15, 0-3 Months,4
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Child,0-15, 3-6 Months,5
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Child,0-15, 6-9 Months,3
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Child,0-15,12-15 Months,1
31/01/2019,Saolta University Health Care Group,0800,Galway University Hospital,1300,Neurology,Child,0-15,18+ Months,1
